timestamp,value,anomaly_score,raw_score,label,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2014-05-14 01:14:00,85.835,0.0,1.0,0,0.0,0.0,0.0
2014-05-14 01:19:00,88.167,0.0,1.0,0,0.0,0.0,0.0
2014-05-14 01:24:00,44.595,0.0,1.0,0,0.0,0.0,0.0
2014-05-14 01:29:00,56.282,0.0,1.0,0,0.0,0.0,0.0
2014-05-14 01:34:00,36.534,0.0,1.0,0,0.0,0.0,0.0
2014-05-14 01:39:00,36.894,0.0,1.0,0,0.0,0.0,0.0
2014-05-14 01:44:00,36.807,0.0,1.0,0,0.0,0.0,0.0
2014-05-14 01:49:00,36.763,0.0,0.15000000596,0,0.0,0.0,0.0
2014-05-14 01:54:00,36.167,0.0,0.15000000596,0,0.0,0.0,0.0
2014-05-14 01:59:00,38.992,0.0,0.15000000596,0,0.0,0.0,0.0
2014-05-14 02:04:00,49.724,0.0,0.5,0,0.0,0.0,0.0
2014-05-14 02:09:00,39.939,0.0,0.774999976158,0,0.0,0.0,0.0
2014-05-14 02:14:00,37.058,0.0,0.0750000029802,0,0.0,0.0,0.0
2014-05-14 02:19:00,36.119,0.0,0.0750000029802,0,0.0,0.0,0.0
2014-05-14 02:24:00,36.339,0.0,0.0500000007451,0,0.0,0.0,0.0
2014-05-14 02:29:00,37.39,0.0,0.0,0,0.0,0.0,0.0
2014-05-14 02:34:00,36.156,0.0,0.0,0,0.0,0.0,0.0
2014-05-14 02:39:00,36.59,0.0,0.0,0,0.0,0.0,0.0
2014-05-14 02:44:00,36.624,0.0,0.0250000003725,0,0.0,0.0,0.0
2014-05-14 02:49:00,35.89,0.0,0.0250000003725,0,0.0,0.0,0.0
2014-05-14 02:54:00,36.398,0.0301029996659,0.0250000003725,0,0.0,0.0,0.0
2014-05-14 02:59:00,40.294,0.0301029996659,0.15000000596,0,0.0,0.0,0.0
2014-05-14 03:04:00,49.725,0.0301029996659,0.17499999702,0,0.0,0.0,0.0
2014-05-14 03:09:00,37.274,0.0301029996659,0.725000023842,0,0.0,0.0,0.0
2014-05-14 03:14:00,46.506,0.0301029996659,0.17499999702,0,0.0,0.0,0.0
2014-05-14 03:19:00,38.674,0.0301029996659,0.10000000149,0,0.0,0.0,0.0
2014-05-14 03:24:00,36.715,0.0301029996659,0.0750000029802,0,0.0,0.0,0.0
2014-05-14 03:29:00,50.673,0.0301029996659,0.324999988079,0,0.0,0.0,0.0
2014-05-14 03:34:00,38.114,0.0301029996659,0.649999976158,0,0.0,0.0,0.0
2014-05-14 03:39:00,36.561,0.0301029996659,0.0500000007451,0,0.0,0.0,0.0
2014-05-14 03:44:00,40.321,0.0301029996659,0.15000000596,0,0.0,0.0,0.0
2014-05-14 03:49:00,37.425,0.0301029996659,0.0500000007451,0,0.0,0.0,0.0
2014-05-14 03:54:00,34.767,0.0301029996659,0.0750000029802,0,0.0,0.0,0.0
2014-05-14 03:59:00,37.408,0.0301029996659,0.0250000003725,0,0.0,0.0,0.0
2014-05-14 04:04:00,71.106,0.0301029996659,0.699999988079,0,0.0,0.0,0.0
2014-05-14 04:09:00,33.43,0.0301029996659,1.0,0,0.0,0.0,0.0
2014-05-14 04:14:00,33.502,0.0301029996659,0.20000000298,0,0.0,0.0,0.0
2014-05-14 04:19:00,31.879,0.0301029996659,0.25,0,0.0,0.0,0.0
2014-05-14 04:24:00,31.615,0.0301029996659,0.20000000298,0,0.0,0.0,0.0
2014-05-14 04:29:00,33.388,0.0301029996659,0.20000000298,0,0.0,0.0,0.0
2014-05-14 04:34:00,32.013,0.0301029996659,0.15000000596,0,0.0,0.0,0.0
2014-05-14 04:39:00,32.003,0.0301029996659,0.10000000149,0,0.0,0.0,0.0
2014-05-14 04:44:00,32.01,0.0301029996659,0.0500000007451,0,0.0,0.0,0.0
2014-05-14 04:49:00,31.171,0.0301029996659,0.0500000007451,0,0.0,0.0,0.0
2014-05-14 04:54:00,30.835,0.0301029996659,0.125,0,0.0,0.0,0.0
2014-05-14 04:59:00,34.006,0.0301029996659,0.0500000007451,0,0.0,0.0,0.0
2014-05-14 05:04:00,45.126,0.0301029996659,0.324999988079,0,0.0,0.0,0.0
2014-05-14 05:09:00,32.162,0.0301029996659,0.125,0,0.0,0.0,0.0
2014-05-14 05:14:00,32.514,0.0301029996659,0.0500000007451,0,0.0,0.0,0.0
2014-05-14 05:19:00,31.007,0.0301029996659,0.10000000149,0,0.0,0.0,0.0
2014-05-14 05:24:00,31.099,0.0301029996659,0.10000000149,0,0.0,0.0,0.0
2014-05-14 05:29:00,32.67,0.0301029996659,0.0750000029802,0,0.0,0.0,0.0
2014-05-14 05:34:00,30.672,0.0301029996659,0.125,0,0.0,0.0,0.0
2014-05-14 05:39:00,31.33,0.0301029996659,0.10000000149,0,0.0,0.0,0.0
2014-05-14 05:44:00,32.277,0.0301029996659,0.0750000029802,0,0.0,0.0,0.0
2014-05-14 05:49:00,30.799,0.0301029996659,0.0250000003725,0,0.0,0.0,0.0
2014-05-14 05:54:00,31.156,0.0301029996659,0.0,0,0.0,0.0,0.0
2014-05-14 05:59:00,34.148,0.0301029996659,0.0250000003725,0,0.0,0.0,0.0
2014-05-14 06:04:00,44.669,0.0301029996659,0.10000000149,0,0.0,0.0,0.0
2014-05-14 06:09:00,32.176,0.0301029996659,0.0500000007451,0,0.0,0.0,0.0
2014-05-14 06:14:00,33.629,0.0301029996659,0.10000000149,0,0.0,0.0,0.0
2014-05-14 06:19:00,31.171,0.0301029996659,0.10000000149,0,0.0,0.0,0.0
2014-05-14 06:24:00,31.556,0.0301029996659,0.10000000149,0,0.0,0.0,0.0
2014-05-14 06:29:00,31.965,0.0301029996659,0.0,0,0.0,0.0,0.0
2014-05-14 06:34:00,31.221,0.0301029996659,0.0,0,0.0,0.0,0.0
2014-05-14 06:39:00,31.012,0.0301029996659,0.0,0,0.0,0.0,0.0
2014-05-14 06:44:00,32.176,0.0301029996659,0.0250000003725,0,0.0,0.0,0.0
2014-05-14 06:49:00,31.337,0.0301029996659,0.0500000007451,0,0.0,0.0,0.0
2014-05-14 06:54:00,31.116,0.0301029996659,0.0250000003725,0,0.0,0.0,0.0
2014-05-14 06:59:00,34.392,0.0301029996659,0.0,0,0.0,0.0,0.0
2014-05-14 07:04:00,44.619,0.0301029996659,0.125,0,0.0,0.0,0.0
2014-05-14 07:09:00,32.618,0.0301029996659,0.0,0,0.0,0.0,0.0
2014-05-14 07:14:00,32.212,0.0301029996659,0.0250000003725,0,0.0,0.0,0.0
2014-05-14 07:19:00,30.588,0.0301029996659,0.0250000003725,0,0.0,0.0,0.0
2014-05-14 07:24:00,31.055,0.0301029996659,0.0,0,0.0,0.0,0.0
2014-05-14 07:29:00,32.333,0.0301029996659,0.0,0,0.0,0.0,0.0
2014-05-14 07:34:00,31.584,0.0301029996659,0.0250000003725,0,0.0,0.0,0.0
2014-05-14 07:39:00,30.873,0.0301029996659,0.0250000003725,0,0.0,0.0,0.0
2014-05-14 07:44:00,31.661,0.0301029996659,0.0,0,0.0,0.0,0.0
2014-05-14 07:49:00,31.126,0.0301029996659,0.0,0,0.0,0.0,0.0
2014-05-14 07:54:00,32.107,0.0301029996659,0.0,0,0.0,0.0,0.0
2014-05-14 07:59:00,34.29,0.0301029996659,0.0,0,0.0,0.0,0.0
2014-05-14 08:04:00,45.279,0.0301029996659,0.125,0,0.0,0.0,0.0
2014-05-14 08:09:00,33.342,0.0301029996659,0.0,0,0.0,0.0,0.0
2014-05-14 08:14:00,32.206,0.0301029996659,0.0,0,0.0,0.0,0.0
2014-05-14 08:19:00,31.281,0.0301029996659,0.0,0,0.0,0.0,0.0
2014-05-14 08:24:00,31.877,0.0301029996659,0.0,0,0.0,0.0,0.0
2014-05-14 08:29:00,32.158,0.0301029996659,0.0250000003725,0,0.0,0.0,0.0
2014-05-14 08:34:00,29.992,0.0301029996659,0.0250000003725,0,0.0,0.0,0.0
2014-05-14 08:39:00,30.844,0.0301029996659,0.0250000003725,0,0.0,0.0,0.0
2014-05-14 08:44:00,32.819,0.0301029996659,0.0,0,0.0,0.0,0.0
2014-05-14 08:49:00,31.29,0.0301029996659,0.0250000003725,0,0.0,0.0,0.0
2014-05-14 08:54:00,31.83,0.0301029996659,0.0,0,0.0,0.0,0.0
2014-05-14 08:59:00,33.349,0.0301029996659,0.0,0,0.0,0.0,0.0
2014-05-14 09:04:00,45.502,0.0301029996659,0.17499999702,0,0.0,0.0,0.0
2014-05-14 09:09:00,32.16,0.0301029996659,0.0,0,0.0,0.0,0.0
2014-05-14 09:14:00,32.251,0.0301029996659,0.0,0,0.0,0.0,0.0
2014-05-14 09:19:00,30.946,0.0301029996659,0.0250000003725,0,0.0,0.0,0.0
2014-05-14 09:24:00,31.825,0.0301029996659,0.0250000003725,0,0.0,0.0,0.0
2014-05-14 09:29:00,32.392,0.0301029996659,0.0250000003725,0,0.0,0.0,0.0
2014-05-14 09:34:00,32.28,0.0301029996659,0.0250000003725,0,0.0,0.0,0.0
2014-05-14 09:39:00,30.723,0.0301029996659,0.0250000003725,0,0.0,0.0,0.0
2014-05-14 09:44:00,32.666,0.0301029996659,0.0,0,0.0,0.0,0.0
2014-05-14 09:49:00,30.176,0.0301029996659,0.0250000003725,0,0.0,0.0,0.0
2014-05-14 09:54:00,30.954,0.0301029996659,0.0250000003725,0,0.0,0.0,0.0
2014-05-14 09:59:00,34.852,0.0301029996659,0.0,0,0.0,0.0,0.0
2014-05-14 10:04:00,44.688,0.0301029996659,0.17499999702,0,0.0,0.0,0.0
2014-05-14 10:09:00,32.009,0.0301029996659,0.0,0,0.0,0.0,0.0
2014-05-14 10:14:00,32.171,0.0301029996659,0.0,0,0.0,0.0,0.0
2014-05-14 10:19:00,31.163,0.0301029996659,0.0,0,0.0,0.0,0.0
2014-05-14 10:24:00,31.329,0.0301029996659,0.0,0,0.0,0.0,0.0
2014-05-14 10:29:00,32.509,0.0301029996659,0.0,0,0.0,0.0,0.0
2014-05-14 10:34:00,30.954,0.0301029996659,0.0250000003725,0,0.0,0.0,0.0
2014-05-14 10:39:00,31.17,0.0301029996659,0.0,0,0.0,0.0,0.0
2014-05-14 10:44:00,32.371,0.0301029996659,0.0,0,0.0,0.0,0.0
2014-05-14 10:49:00,30.817,0.0301029996659,0.0,0,0.0,0.0,0.0
2014-05-14 10:54:00,30.845,0.0301029996659,0.0250000003725,0,0.0,0.0,0.0
2014-05-14 10:59:00,34.356,0.0301029996659,0.0,0,0.0,0.0,0.0
2014-05-14 11:04:00,45.159,0.0301029996659,0.125,0,0.0,0.0,0.0
2014-05-14 11:09:00,32.178,0.0301029996659,0.0250000003725,0,0.0,0.0,0.0
2014-05-14 11:14:00,33.103,0.0301029996659,0.0250000003725,0,0.0,0.0,0.0
2014-05-14 11:19:00,32.063,0.0301029996659,0.0250000003725,0,0.0,0.0,0.0
2014-05-14 11:24:00,31.384,0.0301029996659,0.0,0,0.0,0.0,0.0
2014-05-14 11:29:00,32.165,0.0301029996659,0.0250000003725,0,0.0,0.0,0.0
2014-05-14 11:34:00,30.826,0.0301029996659,0.0750000029802,0,0.0,0.0,0.0
2014-05-14 11:39:00,30.922,0.0301029996659,0.0500000007451,0,0.0,0.0,0.0
2014-05-14 11:44:00,32.548,0.0301029996659,0.0250000003725,0,0.0,0.0,0.0
2014-05-14 11:49:00,30.951,0.0301029996659,0.0500000007451,0,0.0,0.0,0.0
