timestamp,value,anomaly_score,raw_score,label,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2014-04-01 00:00:00,20.0,0.0,1.0,0,0,0,0
2014-04-01 00:05:00,20.0,0.0,1.0,0,0,0,0
2014-04-01 00:10:00,20.0,0.0,1.0,0,0,0,0
2014-04-01 00:15:00,20.0,0.0,0.0,0,0,0,0
2014-04-01 00:20:00,20.0,0.0,0.0,0,0,0,0
2014-04-01 00:25:00,20.0,0.0,0.0,0,0,0,0
2014-04-01 00:30:00,20.0,0.0,0.10000000149,0,0,0,0
2014-04-01 00:35:00,20.0,0.0,0.10000000149,0,0,0,0
2014-04-01 00:40:00,20.0,0.0,0.0,0,0,0,0
2014-04-01 00:45:00,20.0,0.0,0.0,0,0,0,0
2014-04-01 00:50:00,20.0,0.0,0.0,0,0,0,0
2014-04-01 00:55:00,20.0,0.0,0.0500000007451,0,0,0,0
2014-04-01 01:00:00,20.0,0.0,0.0500000007451,0,0,0,0
2014-04-01 01:05:00,20.0,0.0,0.0,0,0,0,0
2014-04-01 01:10:00,20.0,0.0,0.0,0,0,0,0
2014-04-01 01:15:00,20.0,0.0,0.0500000007451,0,0,0,0
2014-04-01 01:20:00,20.0,0.0,0.15000000596,0,0,0,0
2014-04-01 01:25:00,20.0,0.0,0.10000000149,0,0,0,0
2014-04-01 01:30:00,20.0,0.0,0.10000000149,0,0,0,0
2014-04-01 01:35:00,20.0,0.0,0.10000000149,0,0,0,0
2014-04-01 01:40:00,20.0,0.0301029996659,0.10000000149,0,0,0,0
2014-04-01 01:45:00,20.0,0.0301029996659,0.10000000149,0,0,0,0
2014-04-01 01:50:00,20.0,0.0301029996659,0.0250000003725,0,0,0,0
2014-04-01 01:55:00,20.0,0.0301029996659,0.0250000003725,0,0,0,0
2014-04-01 02:00:00,20.0,0.0301029996659,0.0250000003725,0,0,0,0
2014-04-01 02:05:00,20.0,0.0301029996659,0.0250000003725,0,0,0,0
2014-04-01 02:10:00,20.0,0.0301029996659,0.0250000003725,0,0,0,0
2014-04-01 02:15:00,20.0,0.0301029996659,0.0500000007451,0,0,0,0
2014-04-01 02:20:00,20.0,0.0301029996659,0.0500000007451,0,0,0,0
2014-04-01 02:25:00,20.0,0.0301029996659,0.0500000007451,0,0,0,0
2014-04-01 02:30:00,20.0,0.0301029996659,0.0500000007451,0,0,0,0
2014-04-01 02:35:00,20.0,0.0301029996659,0.0500000007451,0,0,0,0
2014-04-01 02:40:00,20.0,0.0301029996659,0.0500000007451,0,0,0,0
2014-04-01 02:45:00,20.0,0.0301029996659,0.0250000003725,0,0,0,0
2014-04-01 02:50:00,20.0,0.0301029996659,0.0,0,0,0,0
2014-04-01 02:55:00,20.0,0.0301029996659,0.0,0,0,0,0
2014-04-01 03:00:00,20.0,0.0301029996659,0.0,0,0,0,0
2014-04-01 03:05:00,20.0,0.0301029996659,0.0,0,0,0,0
2014-04-01 03:10:00,20.0,0.0301029996659,0.0250000003725,0,0,0,0
2014-04-01 03:15:00,20.0,0.0301029996659,0.0250000003725,0,0,0,0
